symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
QQQ,2018-04-05 00:00:00+00:00,160.65,161.58,159.48,161.33,43054868,156.3745590801,157.2798086285,155.2356967451,157.0364619757,43054868,0.0,1.0
QQQ,2018-04-06 00:00:00+00:00,156.63,160.46,155.88,158.88,59870865,152.4615449033,156.189615624,151.731504945,154.6516647784,59870865,0.0,1.0
QQQ,2018-04-09 00:00:00+00:00,157.73,160.88,157.46,157.98,41810380,153.5322701756,156.5984380007,153.2694557906,153.7756168284,41810380,0.0,1.0
QQQ,2018-04-10 00:00:00+00:00,161.21,161.73,159.07,160.21,48601323,156.9196555824,157.4258166202,154.8366082345,155.9462689712,48601323,0.0,1.0
QQQ,2018-04-11 00:00:00+00:00,160.28,162.0,160.1,160.2,41622139,156.014406034,157.6886310052,155.839196444,155.9365351051,41622139,0.0,1.0
QQQ,2018-04-12 00:00:00+00:00,162.21,162.77,161.16,161.25,30467889,157.8930421935,158.4381386957,156.8709862518,156.9585910468,30467889,0.0,1.0
QQQ,2018-04-13 00:00:00+00:00,161.37,163.26,160.67,163.02,44604892,157.0753974401,158.9150981352,156.3940268123,158.6814853485,44604892,0.0,1.0
QQQ,2018-04-16 00:00:00+00:00,162.6,163.19,161.48,162.5,28180780,158.2726629719,158.8469610724,157.1824699674,158.1753243107,28180780,0.0,1.0
QQQ,2018-04-17 00:00:00+00:00,166.1,166.46,163.91,164.24,35536087,161.6795161109,162.0299352909,159.5477994325,159.8690170141,35536087,0.0,1.0
QQQ,2018-04-18 00:00:00+00:00,166.44,167.0,165.31,166.1,29573880,162.0104675586,162.5555640609,160.9105406881,161.6795161109,29573880,0.0,1.0
QQQ,2018-04-19 00:00:00+00:00,164.91,165.99,164.34,165.6,34705692,160.5211860436,161.5724435836,159.9663556752,161.1928228053,34705692,0.0,1.0
QQQ,2018-04-20 00:00:00+00:00,162.3,164.61,161.73,164.49,49197140,157.9806469885,160.2291700603,157.4258166202,160.1123636669,49197140,0.0,1.0
QQQ,2018-04-23 00:00:00+00:00,161.89,163.73,161.02,163.09,33040646,157.5815584779,159.3725898424,156.7347121262,158.7496224113,33040646,0.0,1.0
QQQ,2018-04-24 00:00:00+00:00,158.46,162.91,157.39,162.66,70256751,154.2428424017,158.5744128213,153.2013187278,158.3310661685,70256751,0.0,1.0
QQQ,2018-04-25 00:00:00+00:00,158.65,159.31,156.47,158.74,52089323,154.4277858578,155.0702210212,152.3058030455,154.5153906528,52089323,0.0,1.0
QQQ,2018-04-26 00:00:00+00:00,161.99,162.53,160.18,160.7,43005532,157.6788971391,158.2045259091,155.9170673729,156.4232284107,43005532,0.0,1.0
QQQ,2018-04-27 00:00:00+00:00,162.09,164.41,161.17,164.37,51043406,157.7762358002,160.034492738,156.8807201179,159.9955572736,51043406,0.0,1.0
QQQ,2018-04-30 00:00:00+00:00,160.94,163.48,160.54,162.47,35615273,156.6568411974,159.1292431897,156.2674865529,158.1461227124,35615273,0.0,1.0
QQQ,2018-05-01 00:00:00+00:00,162.78,162.8,160.14,160.52,36513529,158.4478725619,158.4673402941,155.8781319084,156.2480188207,36513529,0.0,1.0
QQQ,2018-05-02 00:00:00+00:00,161.82,163.57,161.63,163.06,38646842,157.5134214152,159.2168479847,157.328477959,158.720420813,38646842,0.0,1.0
QQQ,2018-05-03 00:00:00+00:00,161.8,162.4,159.22,161.0,60337134,157.4939536829,158.0779856496,154.9826162262,156.715244394,60337134,0.0,1.0
QQQ,2018-05-04 00:00:00+00:00,164.87,165.25,160.98,161.1,41543243,160.4822505791,160.8521374914,156.6957766618,156.8125830551,41543243,0.0,1.0
QQQ,2018-05-07 00:00:00+00:00,166.24,166.78,165.51,165.64,32500152,161.8157902364,162.3414190064,161.1052180103,161.2317582697,32500152,0.0,1.0
QQQ,2018-05-08 00:00:00+00:00,166.07,166.43,164.86,165.89,26040170,161.6503145125,162.0007336925,160.472516713,161.4751049225,26040170,0.0,1.0
QQQ,2018-05-09 00:00:00+00:00,167.88,168.0,165.78,166.37,29122718,163.4121442787,163.528950672,161.3680323953,161.9423304959,29122718,0.0,1.0
QQQ,2018-05-10 00:00:00+00:00,169.62,169.74,168.29,168.42,27067597,165.1058369821,165.2226433754,163.8112327893,163.9377730487,27067597,0.0,1.0
QQQ,2018-05-11 00:00:00+00:00,169.46,169.86,168.72,169.42,24688847,164.9500951243,165.3394497688,164.229789032,164.9111596598,24688847,0.0,1.0
QQQ,2018-05-14 00:00:00+00:00,169.75,170.82,169.47,169.85,21821749,165.2323772415,166.2739009154,164.9598289904,165.3297159026,21821749,0.0,1.0
QQQ,2018-05-15 00:00:00+00:00,167.87,168.5,166.98,168.41,49361638,163.4024104126,164.0156439776,162.5360963287,163.9280391826,49361638,0.0,1.0
QQQ,2018-05-16 00:00:00+00:00,168.98,169.37,168.01,168.09,22941159,164.4828695509,164.8624903293,163.5386845381,163.616555467,22941159,0.0,1.0
QQQ,2018-05-17 00:00:00+00:00,168.33,169.61,167.51,168.39,27480164,163.8501682537,165.096103116,163.0519912326,163.9085714504,27480164,0.0,1.0
QQQ,2018-05-18 00:00:00+00:00,167.46,168.26,167.21,167.68,26217939,163.003321902,163.7820311909,162.7599752492,163.2174669565,26217939,0.0,1.0
QQQ,2018-05-21 00:00:00+00:00,168.4,169.5,167.68,168.76,22954565,163.9183053165,164.9890305887,163.2174669565,164.2687244965,22954565,0.0,1.0
QQQ,2018-05-22 00:00:00+00:00,168.18,169.45,167.88,169.17,19477721,163.704160262,164.9403612582,163.4121442787,164.6678130071,19477721,0.0,1.0
QQQ,2018-05-23 00:00:00+00:00,169.6,169.62,166.88,166.88,26557835,165.0863692499,165.1058369821,162.4387576675,162.4387576675,26557835,0.0,1.0
QQQ,2018-05-24 00:00:00+00:00,169.55,169.85,167.84,169.55,27696539,165.0376999193,165.3297159026,163.3732088142,165.0376999193,27696539,0.0,1.0
QQQ,2018-05-25 00:00:00+00:00,169.72,170.33,169.21,169.53,27460536,165.2031756432,165.796941476,164.7067484715,165.0182321871,27460536,0.0,1.0
QQQ,2018-05-29 00:00:00+00:00,168.97,169.92,167.96,168.95,41220468,164.4731356848,165.3978529654,163.4900152076,164.4536679526,41220468,0.0,1.0
QQQ,2018-05-30 00:00:00+00:00,170.18,170.48,169.22,169.58,22665836,165.6509334843,165.9429494677,164.7164823376,165.0669015176,22665836,0.0,1.0
QQQ,2018-05-31 00:00:00+00:00,170.07,171.2,169.63,170.18,35670946,165.5438609571,166.6437878277,165.1155708482,165.6509334843,35670946,0.0,1.0
QQQ,2018-06-01 00:00:00+00:00,172.74,172.84,170.87,170.92,45543331,168.1428032088,168.24014187,166.322570246,166.3712395766,45543331,0.0,1.0
QQQ,2018-06-04 00:00:00+00:00,174.3,174.34,173.07,173.18,20459634,169.6612863222,169.7002217867,168.4640207905,168.5710933177,20459634,0.0,1.0
QQQ,2018-06-05 00:00:00+00:00,174.84,175.13,174.07,174.71,24779284,170.1869150922,170.4691972095,169.4374074017,170.0603748328,24779284,0.0,1.0
QQQ,2018-06-06 00:00:00+00:00,175.86,175.89,174.14,175.02,25036647,171.1797694356,171.2089710339,169.5055444644,170.3621246822,25036647,0.0,1.0
QQQ,2018-06-07 00:00:00+00:00,174.43,175.93,173.55,175.89,39600316,169.7878265817,171.2479064984,168.9312463639,171.2089710339,39600316,0.0,1.0
QQQ,2018-06-08 00:00:00+00:00,174.44,174.88,173.18,173.61,31780348,169.7975604478,170.2258505567,168.5710933177,168.9896495605,31780348,0.0,1.0
QQQ,2018-06-11 00:00:00+00:00,174.91,175.34,174.28,174.31,22319709,170.255052155,170.6736083978,169.64181859,169.6710201883,22319709,0.0,1.0
QQQ,2018-06-12 00:00:00+00:00,175.83,176.0,174.96,175.15,22511832,171.1505678373,171.3160435612,170.3037214856,170.4886649417,22511832,0.0,1.0
QQQ,2018-06-13 00:00:00+00:00,175.82,177.14,175.43,176.1,37858584,171.1408339712,172.4257042979,170.7612131928,171.4133822223,37858584,0.0,1.0
QQQ,2018-06-14 00:00:00+00:00,177.6,177.89,176.5,176.63,35915978,172.873462139,173.1557442562,171.8027368667,171.9292771262,35915978,0.0,1.0
QQQ,2018-06-15 00:00:00+00:00,176.98,177.33,176.11,176.93,49615730,172.2699624401,172.610647754,171.4231160884,172.2212931095,49615730,0.0,1.0
QQQ,2018-06-18 00:00:00+00:00,176.5,176.65,174.94,175.49,31633192,172.1710371588,172.3173581536,170.6492988134,171.1858091275,31633192,0.37837,1.0
QQQ,2018-06-19 00:00:00+00:00,176.0,176.04,173.71,174.27,38235994,171.6833005096,171.7223194416,169.4494666564,169.9957317035,38235994,0.0,1.0
QQQ,2018-06-20 00:00:00+00:00,177.25,177.98,176.65,176.81,33038042,172.9026421326,173.6147376404,172.3173581536,172.4734338813,33038042,0.0,1.0
QQQ,2018-06-21 00:00:00+00:00,175.71,177.88,175.37,177.7,43469439,171.4004132531,173.5171903105,171.0687523317,173.3416051168,43469439,0.0,1.0
QQQ,2018-06-22 00:00:00+00:00,175.32,176.37,174.69,176.3,30073187,171.0199786667,172.04422563,170.4054304888,171.9759424991,30073187,0.0,1.0
QQQ,2018-06-25 00:00:00+00:00,171.37,173.99,169.81,173.73,77799725,167.1668591383,169.7225991799,165.6451207928,169.4689761224,77799725,0.0,1.0
QQQ,2018-06-26 00:00:00+00:00,172.07,173.06,171.37,172.0,39008146,167.8496904471,168.8154090125,167.1668591383,167.7814073162,39008146,0.0,1.0
QQQ,2018-06-27 00:00:00+00:00,169.73,173.58,169.61,172.8,52843497,165.567082929,169.3226551276,165.4500261332,168.5617859549,52843497,0.0,1.0
QQQ,2018-06-28 00:00:00+00:00,171.19,171.77,169.17,169.52,46407708,166.9912739446,167.5570484576,165.0208178819,165.3622335363,46407708,0.0,1.0
QQQ,2018-06-29 00:00:00+00:00,171.65,172.92,171.4,172.01,36408464,167.4399916618,168.6788427507,167.1961233372,167.7911620492,36408464,0.0,1.0
QQQ,2018-07-02 00:00:00+00:00,172.8,172.85,169.67,170.04,31770026,168.5617859549,168.6105596198,165.5085545311,165.8694796515,31770026,0.0,1.0
QQQ,2018-07-03 00:00:00+00:00,170.8,173.45,170.63,173.45,25512707,166.6108393582,169.1958435988,166.4450088975,169.1958435988,25512707,0.0,1.0
QQQ,2018-07-05 00:00:00+00:00,172.92,173.06,171.03,171.91,31626198,168.6788427507,168.8154090125,166.8351982168,167.6936147194,31626198,0.0,1.0
QQQ,2018-07-06 00:00:00+00:00,175.61,175.74,173.0,173.32,37005574,171.3028659233,171.4296774521,168.7568806146,169.06903207,37005574,0.0,1.0
QQQ,2018-07-09 00:00:00+00:00,177.19,177.23,175.82,176.52,27362061,172.8441137347,172.8831326666,171.5077153159,172.1905466248,27362061,0.0,1.0
QQQ,2018-07-10 00:00:00+00:00,177.32,177.72,176.71,177.52,23902488,172.9709252634,173.3611145828,172.3758865515,173.1660199231,23902488,0.0,1.0
QQQ,2018-07-11 00:00:00+00:00,176.42,177.07,175.8,175.93,30280553,172.0929992949,172.7270569389,171.48820585,171.6150173787,30280553,0.0,1.0
QQQ,2018-07-12 00:00:00+00:00,179.46,179.46,177.08,177.2,27930119,175.0584381219,175.0584381219,172.7368116718,172.8538684676,27930119,0.0,1.0
QQQ,2018-07-13 00:00:00+00:00,179.61,179.9,178.95,179.45,28067961,175.2047591167,175.4876463732,174.5609467398,175.0486833889,28067961,0.0,1.0
QQQ,2018-07-16 00:00:00+00:00,179.18,179.95,178.88,179.65,21405310,174.7853055984,175.5364200381,174.4926636089,175.2437780486,21405310,0.0,1.0
QQQ,2018-07-17 00:00:00+00:00,180.27,180.65,177.28,177.28,31034075,175.8485714936,176.219251347,172.9319063315,172.9319063315,31034075,0.0,1.0
QQQ,2018-07-18 00:00:00+00:00,179.93,180.44,179.38,180.29,23220839,175.5169105721,176.0144019543,174.980400258,175.8680809595,23220839,0.0,1.0
QQQ,2018-07-19 00:00:00+00:00,179.03,179.88,178.82,179.28,31094145,174.6389846036,175.4681369072,174.434135211,174.8828529282,31094145,0.0,1.0
QQQ,2018-07-20 00:00:00+00:00,178.99,180.17,178.79,179.62,35907619,174.5999656717,175.7510241637,174.404871012,175.2145138497,35907619,0.0,1.0
QQQ,2018-07-23 00:00:00+00:00,179.56,179.64,177.74,178.46,22184720,175.1559854518,175.2340233156,173.3806240488,174.0829648236,22184720,0.0,1.0
QQQ,2018-07-24 00:00:00+00:00,180.3,182.05,179.56,181.41,36900281,175.8778356925,177.5849139646,175.1559854518,176.9606110537,36900281,0.0,1.0
QQQ,2018-07-25 00:00:00+00:00,182.82,182.93,180.29,180.38,36022078,178.3360284044,178.4433304672,175.8680809595,175.9558735564,36022078,0.0,1.0
QQQ,2018-07-26 00:00:00+00:00,180.05,180.92,179.81,180.35,40873485,175.6339673679,176.4826291375,175.3998537763,175.9266093574,40873485,0.0,1.0
QQQ,2018-07-27 00:00:00+00:00,177.62,181.31,176.6,181.19,59456093,173.263567253,176.8630637239,172.2685844886,176.7460069281,59456093,0.0,1.0
QQQ,2018-07-30 00:00:00+00:00,175.11,177.73,174.27,177.63,60192990,170.8151292741,173.3708693158,169.9957317035,173.2733219859,60192990,0.0,1.0
QQQ,2018-07-31 00:00:00+00:00,176.45,177.13,174.82,175.8,47285135,172.1222634939,172.7855853368,170.5322420176,171.48820585,47285135,0.0,1.0
QQQ,2018-08-01 00:00:00+00:00,177.12,177.65,176.1,176.86,37101925,172.7758306038,173.2928314519,171.7808478395,172.5222075462,37101925,0.0,1.0
QQQ,2018-08-02 00:00:00+00:00,179.53,179.74,175.79,175.87,47178229,175.1267212528,175.3315706455,171.478451117,171.5564889808,47178229,0.0,1.0
QQQ,2018-08-03 00:00:00+00:00,180.08,180.09,179.08,179.87,28934445,175.6632315669,175.6729862999,174.6877582685,175.4583821742,28934445,0.0,1.0
QQQ,2018-08-06 00:00:00+00:00,181.14,181.19,179.74,179.96,24808763,176.6972332631,176.7460069281,175.3315706455,175.5461747711,24808763,0.0,1.0
QQQ,2018-08-07 00:00:00+00:00,181.8,182.14,181.26,181.65,29895664,177.3410456401,177.6727065615,176.8142900589,177.1947246453,29895664,0.0,1.0
QQQ,2018-08-08 00:00:00+00:00,182.02,182.35,181.06,181.55,22680749,177.5556497657,177.8775559541,176.6191953993,177.0971773155,22680749,0.0,1.0
QQQ,2018-08-09 00:00:00+00:00,181.91,182.63,181.64,181.94,18852898,177.4483477029,178.1506884777,177.1849699123,177.4776119018,18852898,0.0,1.0
QQQ,2018-08-10 00:00:00+00:00,180.52,181.22,179.84,180.68,33818464,176.0924398182,176.775271127,175.4291179753,176.2485155459,33818464,0.0,1.0
QQQ,2018-08-13 00:00:00+00:00,180.32,182.01,180.24,180.88,26089195,175.8973451585,177.5458950327,175.8193072946,176.4436102056,26089195,0.0,1.0
QQQ,2018-08-14 00:00:00+00:00,181.45,181.66,180.04,181.01,20913021,176.9996299856,177.2044793783,175.624212635,176.5704217344,20913021,0.0,1.0
QQQ,2018-08-15 00:00:00+00:00,179.23,180.58,178.12,180.01,58528016,174.8340792633,176.1509682161,173.7513039021,175.594948436,58528016,0.0,1.0
QQQ,2018-08-16 00:00:00+00:00,179.82,180.99,179.47,180.61,27711761,175.4096085093,176.5509122684,175.0681928549,176.180232415,27711761,0.0,1.0
QQQ,2018-08-17 00:00:00+00:00,179.86,180.31,178.27,179.35,36092641,175.4486274413,175.8875904255,173.8976248969,174.9511360591,36092641,0.0,1.0
QQQ,2018-08-20 00:00:00+00:00,179.7,180.33,179.0,180.26,24938956,175.2925517135,175.9070998915,174.6097204047,175.8388167606,24938956,0.0,1.0
QQQ,2018-08-21 00:00:00+00:00,180.36,181.44,180.13,180.24,26258657,175.9363640904,176.9898752526,175.7120052318,175.8193072946,26258657,0.0,1.0
QQQ,2018-08-22 00:00:00+00:00,181.06,181.27,179.75,179.98,18042380,176.6191953993,176.8240447919,175.3413253784,175.5656842371,18042380,0.0,1.0
QQQ,2018-08-23 00:00:00+00:00,180.8,182.05,180.5,180.74,25776166,176.3655723417,177.5849139646,176.0729303522,176.3070439438,25776166,0.0,1.0
QQQ,2018-08-24 00:00:00+00:00,182.48,182.63,181.36,181.4,23136113,178.0043674829,178.1506884777,176.9118373888,176.9508563207,23136113,0.0,1.0
QQQ,2018-08-27 00:00:00+00:00,184.34,184.34,183.11,183.4,29343552,179.8187478179,179.8187478179,178.6189156609,178.9018029174,29343552,0.0,1.0
QQQ,2018-08-28 00:00:00+00:00,184.61,185.02,184.22,184.83,20277036,180.0821256084,180.4820696607,179.7016910221,180.2967297341,20277036,0.0,1.0
QQQ,2018-08-29 00:00:00+00:00,186.74,186.84,184.86,184.93,29175591,182.1598837339,182.2574310637,180.325993933,180.3942770639,29175591,0.0,1.0
QQQ,2018-08-30 00:00:00+00:00,186.41,187.52,185.79,186.38,29315453,181.8379775454,182.9207529066,181.2331841005,181.8087133465,29315453,0.0,1.0
QQQ,2018-08-31 00:00:00+00:00,186.65,187.18,185.98,186.18,28653248,182.0720911371,182.5890919852,181.4185240272,181.6136186868,28653248,0.0,1.0
QQQ,2018-09-04 00:00:00+00:00,185.85,186.4,184.85,186.08,29063537,181.2917124984,181.8282228125,180.3162392,181.516071357,29063537,0.0,1.0
QQQ,2018-09-05 00:00:00+00:00,183.45,185.55,182.82,185.52,42623326,178.9505765823,180.9990705089,178.3360284044,180.9698063099,42623326,0.0,1.0
QQQ,2018-09-06 00:00:00+00:00,181.81,183.75,180.58,183.53,46091403,177.350800373,179.2432185718,176.1509682161,179.0286144462,46091403,0.0,1.0
QQQ,2018-09-07 00:00:00+00:00,181.11,182.67,180.44,180.5,46629495,176.6679690642,178.1897074096,176.0144019543,176.0729303522,46629495,0.0,1.0
QQQ,2018-09-10 00:00:00+00:00,181.72,182.25,180.73,182.15,26131977,177.2630077762,177.7800086243,176.2972892108,177.6824612945,26131977,0.0,1.0
QQQ,2018-09-11 00:00:00+00:00,183.12,183.42,180.52,180.99,30116460,178.6286703939,178.9213123834,176.0924398182,176.5509122684,30116460,0.0,1.0
QQQ,2018-09-12 00:00:00+00:00,182.58,182.98,181.01,182.85,36203973,178.1019148128,178.4921041321,176.5704217344,178.3652926033,36203973,0.0,1.0
QQQ,2018-09-13 00:00:00+00:00,184.53,184.88,183.64,183.72,31133188,180.0040877446,180.345503399,179.135916509,179.2139543729,31133188,0.0,1.0
QQQ,2018-09-14 00:00:00+00:00,183.99,184.95,183.26,184.66,31224132,179.4773321634,180.4137865299,178.7652366556,180.1308992733,31224132,0.0,1.0
QQQ,2018-09-17 00:00:00+00:00,181.34,183.81,181.17,183.68,33071197,176.8923279228,179.3017469697,176.7264974621,179.174935441,33071197,0.0,1.0
QQQ,2018-09-18 00:00:00+00:00,182.84,183.73,181.4,181.49,31877347,178.3555378703,179.2237091059,176.9508563207,177.0386489176,31877347,0.0,1.0
QQQ,2018-09-19 00:00:00+00:00,182.7,183.3,181.51,182.87,31843377,178.2189716086,178.8042555876,177.0581583835,178.3848020693,31843377,0.0,1.0
QQQ,2018-09-20 00:00:00+00:00,184.72,184.97,183.52,183.96,33295820,180.1894276712,180.4332959958,179.0188597132,179.4480679645,33295820,0.0,1.0
QQQ,2018-09-21 00:00:00+00:00,183.71,185.48,183.48,185.22,38605353,179.2041996399,180.930787378,178.9798407813,180.6771643204,38605353,0.0,1.0
QQQ,2018-09-24 00:00:00+00:00,183.89,183.96,181.3,182.05,34945602,179.7014471537,179.7698527294,177.1704408558,177.9033577374,34945602,0.32975,1.0
QQQ,2018-09-25 00:00:00+00:00,184.14,184.28,183.18,183.81,25277520,179.945752781,180.0825639322,179.0076191724,179.623269353,25277520,0.0,1.0
QQQ,2018-09-26 00:00:00+00:00,184.27,185.99,183.91,184.3,36210571,180.0727917071,181.7536144223,179.7209916039,180.1021083824,36210571,0.0,1.0
QQQ,2018-09-27 00:00:00+00:00,185.83,186.49,184.92,185.02,33113269,181.5972588209,182.2422256768,180.7079863379,180.8057085887,33113269,0.0,1.0
QQQ,2018-09-28 00:00:00+00:00,185.79,186.28,184.97,185.31,28076843,181.5581699206,182.0370089499,180.7568474633,181.0891031163,28076843,0.0,1.0
QQQ,2018-10-01 00:00:00+00:00,186.17,187.53,185.7,186.87,27371297,181.9295144739,183.258537086,181.4702198948,182.6135702301,27371297,0.0,1.0
QQQ,2018-10-02 00:00:00+00:00,185.75,187.18,185.32,186.01,25618608,181.5190810202,182.9165092079,181.0988753414,181.7731588725,25618608,0.0,1.0
QQQ,2018-10-03 00:00:00+00:00,185.95,186.97,185.66,186.53,29128683,181.714525522,182.711292481,181.4311309944,182.2813145771,29128683,0.0,1.0
QQQ,2018-10-04 00:00:00+00:00,182.38,185.32,181.06,185.2,80557283,178.2258411654,181.0988753414,176.9359074537,180.9816086403,80557283,0.0,1.0
QQQ,2018-10-05 00:00:00+00:00,180.15,182.97,178.43,182.36,83325630,176.0466349706,178.8024024456,174.3658122554,178.2062967152,83325630,0.0,1.0
QQQ,2018-10-08 00:00:00+00:00,179.05,180.64,176.93,179.52,66864481,174.9716902109,176.525474,172.8999784921,175.43098479,66864481,0.0,1.0
QQQ,2018-10-09 00:00:00+00:00,179.63,181.02,178.75,179.18,49097949,175.538479266,176.8968185533,174.6785234582,175.098729137,49097949,0.0,1.0
QQQ,2018-10-10 00:00:00+00:00,171.73,178.62,171.5,178.51,114471100,167.818421446,174.5514845321,167.593660269,174.4439900561,114471100,0.0,1.0
QQQ,2018-10-11 00:00:00+00:00,169.6,173.4,167.81,171.02,143084463,165.7369375022,169.4503830358,163.9877092113,167.1245934647,143084463,0.0,1.0
QQQ,2018-10-12 00:00:00+00:00,174.32,174.86,170.93,174.17,102078388,170.349427744,170.8771278988,167.0366434389,170.2028443676,102078388,0.0,1.0
QQQ,2018-10-15 00:00:00+00:00,172.21,174.04,171.56,173.71,64885255,168.2874882503,170.0758054415,167.6522936195,169.7533220136,64885255,0.0,1.0
QQQ,2018-10-16 00:00:00+00:00,177.22,177.65,173.7,174.02,71979688,173.1833730197,173.6035786985,169.7435497885,170.0562609913,71979688,0.0,1.0
QQQ,2018-10-17 00:00:00+00:00,177.29,178.26,175.47,178.08,66987639,173.2517785953,174.1996844289,171.4732336292,174.0237843773,66987639,0.0,1.0
QQQ,2018-10-18 00:00:00+00:00,173.18,176.68,172.44,176.62,82486208,169.2353940839,172.6556728649,168.5122494273,172.5970395143,82486208,0.0,1.0
QQQ,2018-10-19 00:00:00+00:00,173.02,176.07,172.39,174.58,82923733,169.0790384825,172.0595671345,168.4633883019,170.6035055963,82923733,0.0,1.0
QQQ,2018-10-22 00:00:00+00:00,173.91,175.25,172.59,174.06,52909281,169.9487665153,171.2582446772,168.6588328037,170.0953498917,52909281,0.0,1.0
QQQ,2018-10-23 00:00:00+00:00,173.27,174.13,168.82,170.64,77566972,169.3233441097,170.1637554673,164.9747039453,166.7532489114,77566972,0.0,1.0
QQQ,2018-10-24 00:00:00+00:00,165.34,173.36,165.04,173.07,102997449,161.5739696144,169.4112941355,161.2808028618,169.1278996079,102997449,0.0,1.0
QQQ,2018-10-25 00:00:00+00:00,171.06,172.08,167.16,167.91,83481070,167.1636823651,168.1604493241,163.3525145806,164.0854314622,83481070,0.0,1.0
QQQ,2018-10-26 00:00:00+00:00,166.66,169.96,164.23,165.2,130970908,162.8639033261,166.0887376054,160.4892526296,161.4371584632,130970908,0.0,1.0
QQQ,2018-10-29 00:00:00+00:00,163.23,169.86,160.09,169.21,111871933,159.5120301208,165.9910153545,156.4435514429,165.3558207237,111871933,0.0,1.0
QQQ,2018-10-30 00:00:00+00:00,165.92,166.04,162.01,162.75,92583965,162.1407586696,162.2580253706,158.3198186599,159.0429633165,92583965,0.0,1.0
QQQ,2018-10-31 00:00:00+00:00,169.82,171.25,168.54,168.62,73828635,165.9519264541,167.3493546418,164.7010816428,164.7792594435,73828635,0.0,1.0
QQQ,2018-11-01 00:00:00+00:00,172.06,172.24,168.78,170.07,52706823,168.140904874,168.3168049256,164.9356150449,166.1962320813,52706823,0.0,1.0
QQQ,2018-11-02 00:00:00+00:00,169.38,172.55,168.22,171.53,75966781,165.5219485502,168.6197439033,164.3883704399,167.6229769443,75966781,0.0,1.0
QQQ,2018-11-05 00:00:00+00:00,168.96,169.66,167.08,169.6,39573533,165.1115150965,165.7955708527,163.2743367798,165.7369375022,39573533,0.0,1.0
QQQ,2018-11-06 00:00:00+00:00,170.24,171.19,168.72,168.97,34410390,166.3623599078,167.2907212913,164.8769816944,165.1212873216,34410390,0.0,1.0
QQQ,2018-11-07 00:00:00+00:00,175.58,175.58,171.87,172.28,51169614,171.5807281051,171.5807281051,167.9552325973,168.3558938259,51169614,0.0,1.0
QQQ,2018-11-08 00:00:00+00:00,174.46,175.3,173.63,174.76,40296538,170.4862388952,171.3071058027,169.6751442129,170.7794056479,40296538,0.0,1.0
QQQ,2018-11-09 00:00:00+00:00,171.52,173.25,170.16,172.83,50602710,167.6132047192,169.3037996595,166.2841821071,168.8933662058,50602710,0.0,1.0
QQQ,2018-11-12 00:00:00+00:00,166.33,170.64,166.18,170.32,62578371,162.5414198982,166.7532489114,162.3948365219,166.4405377085,62578371,0.0,1.0
QQQ,2018-11-13 00:00:00+00:00,166.47,169.48,166.0,167.11,64128079,162.6782310494,165.6196708011,162.2189364703,163.3036534551,64128079,0.0,1.0
QQQ,2018-11-14 00:00:00+00:00,165.2,168.7,164.25,168.12,75270714,161.4371584632,164.8574372442,160.5087970798,164.2906481891,75270714,0.0,1.0
QQQ,2018-11-15 00:00:00+00:00,168.09,168.54,163.46,164.9,73254349,164.2613315138,164.7010816428,159.7367912978,161.1439917105,73254349,0.0,1.0
QQQ,2018-11-16 00:00:00+00:00,167.5,168.31,165.78,166.45,65390675,163.6847702336,164.4763204657,162.0039475183,162.6586865993,65390675,0.0,1.0
QQQ,2018-11-19 00:00:00+00:00,162.06,166.9,161.54,166.7,67280478,158.3686797854,163.0984367283,157.8605240808,162.9029922265,67280478,0.0,1.0
QQQ,2018-11-20 00:00:00+00:00,159.16,161.38,157.13,158.37,102652794,155.5347345097,157.7041684794,153.5509728167,154.7627287277,102652794,0.0,1.0
QQQ,2018-11-21 00:00:00+00:00,160.37,161.97,159.23,161.35,42965839,156.7171737454,158.2807297596,155.6031400853,157.6748518041,42965839,0.0,1.0
QQQ,2018-11-23 00:00:00+00:00,159.21,160.84,159.09,159.09,23503729,155.5835956351,157.1764683246,155.4663289341,155.4663289341,23503729,0.0,1.0
QQQ,2018-11-26 00:00:00+00:00,162.89,162.97,160.76,161.44,42012633,159.1797744677,159.2579522684,157.0982905239,157.7628018299,42012633,0.0,1.0
QQQ,2018-11-27 00:00:00+00:00,163.44,163.85,161.18,162.0,36608063,159.7172468476,160.1179080762,157.5087239776,158.3100464349,36608063,0.0,1.0
QQQ,2018-11-28 00:00:00+00:00,168.7,168.7,163.47,164.62,70140986,164.8574372442,164.8574372442,159.7465635229,160.8703694081,70140986,0.0,1.0
QQQ,2018-11-29 00:00:00+00:00,168.15,169.26,166.82,167.99,44885711,164.3199648643,165.4046818492,163.0202589275,164.1636092629,44885711,0.0,1.0
QQQ,2018-11-30 00:00:00+00:00,169.37,169.47,167.54,168.38,36722760,165.5121763251,165.609898576,163.7238591339,164.5447260414,36722760,0.0,1.0
QQQ,2018-12-03 00:00:00+00:00,172.33,173.31,169.51,173.11,50771695,168.4047549513,169.36243301,165.6489874764,169.1669885083,50771695,0.0,1.0
QQQ,2018-12-04 00:00:00+00:00,165.72,171.91,165.52,171.43,70594743,161.9453141678,167.9943214976,161.749869666,167.5252546934,70594743,0.0,1.0
